Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-10-29 03:53:42,0.0,0.0,4.19155,-0.05108,23.76583,-0.0,0.0,-0.0,1.0,0
2018-10-29 03:53:43,0.0100166666667064,0.6010000000023865,4.19037,-0.0945,23.76583,-1e-05,2.8611111109866114e-05,-1.5069211111156137e-05,1.0,1
2018-10-29 03:53:44,0.0266833333333731,1.6010000000023863,4.1902,-0.09195,23.76583,-4e-05,2.8333333333042173e-05,-4.082125277782185e-05,1.0,2
2018-10-29 03:53:45,0.0433000000000902,2.5980000000054133,4.19003,-0.09195,23.76583,-7e-05,2.7777777777373558e-05,-6.642583611123258e-05,1.0,3
2018-10-29 03:53:45,0.0583333333333333,3.5,4.18986,-0.0945,23.76583,-9e-05,2.8333333333042295e-05,-8.974846111109293e-05,1.0,4
2018-10-29 03:53:47,0.0766333333334235,4.598000000005413,4.1897,-0.09195,23.76583,-0.00012,2.7777777777373558e-05,-0.00011808150277790248,1.0,5
2018-10-29 03:53:48,0.0933166666666996,5.599000000001979,4.1897,-0.0945,23.76583,-0.00014,2.7777777777373558e-05,-0.00014400571111114352,1.0,6
2018-10-29 03:53:48,0.108350000000064,6.501000000003842,4.18953,-0.0945,23.76583,-0.00017,2.7777777777373558e-05,-0.00016718737777785596,1.0,7
2018-10-29 03:53:50,0.1266333333334235,7.598000000005413,4.18953,-0.0945,23.76583,-0.00019,2.750000000054974e-05,-0.00019548991944456378,1.0,8
2018-10-29 03:53:51,0.1433166666666996,8.599000000001979,4.18936,-0.0945,23.66067,-0.00022,2.7777777777373558e-05,-0.00022169533611114133,1.0,9
2018-10-29 03:53:51,0.1583333333333333,9.5,4.18936,-0.0945,23.66067,-0.00024,2.7777777777373558e-05,-0.00024534658611108937,1.0,10
2018-10-29 03:53:53,0.1766500000000329,10.59900000000198,4.18936,-0.09195,23.66067,-0.00027,2.7500000000550234e-05,-0.0002740543777778025,1.0,11
2018-10-29 03:53:53,0.1916666666666666,11.5,4.18919,-0.09195,23.66067,-0.0003,2.7777777777373558e-05,-0.00029756254444441893,1.0,12
2018-10-29 03:53:55,0.210000000000097,12.60000000000582,4.18919,-0.0945,23.66067,-0.00033,2.7777777779394657e-05,-0.0003262972944445689,1.0,13
2018-10-29 03:53:56,0.2266666666667637,13.60000000000582,4.18902,-0.0945,23.66067,-0.00035,2.8055555556218476e-05,-0.000352337627777911,1.0,14
2018-10-29 03:53:57,0.2433166666666996,14.59900000000198,4.18902,-0.0945,23.66067,-0.00038,2.7500000000550234e-05,-0.0003782766277778192,1.0,15
2018-10-29 03:53:57,0.2583333333333333,15.5,4.18885,-0.0945,23.66067,-0.0004,2.7777777777373558e-05,-0.0004017869194444386,1.0,16
