Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-11-06 08:01:20,0.0,0.0,4.18144,-0.04597,38.38286,-0.0,0.0,-0.0,1.0,0
2018-11-06 08:01:21,0.0100166666667064,0.6010000000023865,4.18042,-0.0945,38.38286,-2e-05,2.8333333333042312e-05,-1.5349986111177227e-05,1.0,1
2018-11-06 08:01:22,0.0266500000000329,1.599000000001979,4.18026,-0.0945,38.38286,-4e-05,2.8055555556218537e-05,-4.176081944450193e-05,1.0,2
2018-11-06 08:01:23,0.043333333333309,2.599999999998545,4.18009,-0.09706,38.38286,-7e-05,2.7777777777373558e-05,-6.825040277774202e-05,1.0,3
2018-11-06 08:01:24,0.0599666666666356,3.597999999998138,4.17739,-0.22476,38.38286,-0.00012,2.777777777737368e-05,-0.00011760277777760129,1.0,4
2018-11-06 08:01:25,0.0766333333333022,4.597999999998137,4.16745,-0.72281,38.38286,-0.00027,2.722222222170482e-05,-0.00026814458611013856,1.0,5
2018-11-06 08:01:26,0.0932999999999689,5.597999999998137,4.15329,-1.39964,38.38286,-0.00058,2.7777777777373558e-05,-0.0005884461249982844,1.0,6
2018-11-06 08:01:27,0.1099999999999757,6.599999999998545,4.13879,-2.0586,38.38286,-0.00108,2.7777777777373558e-05,-0.0010940100138866293,1.0,7
2018-11-06 08:01:28,0.1266999999999825,7.601999999998952,4.12345,-2.73288,38.38286,-0.00177,2.888888888871128e-05,-0.0017865821333304063,1.0,8
2018-11-06 08:01:29,0.143333333333309,8.599999999998545,4.11587,-2.98573,38.38286,-0.00257,2.8055555554197377e-05,-0.0025885752027744974,1.0,9
2018-11-06 08:01:30,0.1599833333333663,9.59900000000198,4.11486,-2.90655,38.38286,-0.00339,2.7777777777374053e-05,-0.0034031272555551297,1.0,10
2018-11-06 08:01:31,0.1750166666667306,10.501000000003842,4.10811,-3.15175,38.38286,-0.00415,2.888888888871103e-05,-0.004167722919445737,1.0,11
2018-11-06 08:01:32,0.1916666666666666,11.5,4.09901,-3.51187,38.38286,-0.00508,2.7777777777373558e-05,-0.005095907158331076,1.0,12
2018-11-06 08:01:33,0.2099833333333663,12.59900000000198,4.10204,-3.2156,38.38286,-0.0061,2.7777777777374053e-05,-0.006115539102777581,1.0,13
2018-11-06 08:01:34,0.2250166666667307,13.501000000003842,4.11182,-2.61283,38.38286,-0.00682,2.8611111111887213e-05,-0.006830684802778961,1.0,14
2018-11-06 08:01:35,0.2416833333333973,14.501000000003842,4.1216,-2.05604,38.38286,-0.00746,2.777777777939515e-05,-0.007473395244445357,1.0,15
2018-11-06 08:01:36,0.2583333333333333,15.5,4.11654,-2.31145,38.38286,-0.00807,2.8055555554197377e-05,-0.008081872022220741,0.9999118939325118,16
2018-11-06 08:01:37,0.276650000000033,16.59900000000198,4.11368,-2.40851,38.38286,-0.0088,2.7777777777373558e-05,-0.008804619422222004,0.9997036543521574,17
2018-11-06 08:01:38,0.2916666666666667,17.5,4.12193,-1.93089,38.38286,-0.00933,2.7777777777373558e-05,-0.009336223863887187,0.9995055605573404,18
2018-11-06 08:01:39,0.3099666666666356,18.597999999998137,4.11688,-2.17864,38.38286,-0.00996,2.8055555554197377e-05,-0.009968836861108233,0.9992717268411958,19
2018-11-06 08:01:40,0.3266166666666928,19.59700000000157,4.11856,-2.04838,38.38286,-0.01054,2.750000000054974e-05,-0.010550538599999111,0.9990541132244175,20
2018-11-06 08:01:41,0.3433166666666996,20.59900000000198,4.11688,-2.10457,38.38286,-0.01112,2.7777777777374544e-05,-0.011130609488888221,0.9988388414386373,21
2018-11-06 08:01:42,0.3583333333333333,21.5,4.11907,-1.95388,38.38286,-0.01163,2.7777777777373558e-05,-0.011635173644442701,0.9986462030780386,22
2018-11-06 08:01:43,0.3766833333333731,22.601000000002387,4.11772,-1.99985,38.38286,-0.01223,2.833333333304328e-05,-0.01224089999444404,0.9984179221492553,23
