Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-12-21 13:25:26,0.0,0.0,4.18832,0.0,-19.7698,0.0,0.0,0.0,1.0,0
2018-12-21 13:25:26,0.0099499999999958,0.5969999999997526,4.18832,0.0,-19.87496,0.0,2.8333333333294948e-05,0.0,1.0,1
2018-12-21 13:25:27,0.0266499999999875,1.5989999999992506,4.18832,0.0,-19.87496,0.0,2.8055555555460625e-05,0.0,1.0,2
2018-12-21 13:25:28,0.0432333333333341,2.594000000000051,4.18832,0.0,-19.87496,0.0,2.6666666666793996e-05,0.0,1.0,3
2018-12-21 13:25:29,0.0599999999999909,3.5999999999994543,4.18832,0.0,-19.7698,0.0,2.8055555555460564e-05,0.0,1.0,4
2018-12-21 13:25:30,0.0765833333333224,4.594999999999345,4.18832,0.0,-19.7698,0.0,2.7499999999791827e-05,0.0,1.0,5
2018-12-21 13:25:31,0.0933166666666541,5.598999999999251,4.18832,0.0,-19.7698,0.0,2.8055555555460564e-05,0.0,1.0,6
2018-12-21 13:25:32,0.1099999999999909,6.599999999999454,4.18832,0.0,-19.7698,0.0,2.8055555555460564e-05,0.0,1.0,7
2018-12-21 13:25:33,0.12509999999999,7.505999999999403,4.18832,0.0,-19.7698,0.0,3.055555555546461e-05,0.0,1.0,8
2018-12-21 13:25:34,0.1432833333333292,8.596999999999753,4.18832,0.0,-19.7698,0.0,2.8055555555460564e-05,0.0,1.0,9
2018-12-21 13:25:35,0.1599833333333208,9.59899999999925,4.18832,0.0,-19.7698,0.0,2.833333333329493e-05,0.0,1.0,10
2018-12-21 13:25:36,0.1750833333333351,10.50500000000011,4.03462,-0.7509,-19.7698,-0.00013,2.86111111111293e-05,-0.00013221965833342273,1.0,11
2018-12-21 13:25:37,0.1917166666666617,11.502999999999702,3.94798,-0.7509,-19.7698,-0.00034,2.833333333329493e-05,-0.0003403858250000044,1.0,12
2018-12-21 13:25:38,0.2083833333333283,12.502999999999702,3.91612,-0.74835,-19.7698,-0.00055,2.833333333329493e-05,-0.0005486815750000044,1.0,13
2018-12-21 13:25:39,0.2250166666666549,13.500999999999294,3.90399,-0.74835,-19.7698,-0.00076,2.6944444444375727e-05,-0.0007563476583332528,1.0,14
2018-12-21 13:25:40,0.2418499999999918,14.510999999999513,3.89758,-0.74835,-19.7698,-0.00097,2.9166666666545893e-05,-0.0009665110749999651,1.0,15
2018-12-21 13:25:41,0.2584166666666684,15.50500000000011,3.89337,-0.74835,-19.7698,-0.00118,2.833333333354757e-05,-0.0011735546166667555,1.0,16
2018-12-21 13:25:42,0.2750333333333249,16.501999999999498,3.89017,-0.74835,-19.7698,-0.00138,2.6944444444375727e-05,-0.0013811587416666278,1.0,17
2018-12-21 13:25:43,0.2916999999999916,17.501999999999498,3.88747,-0.74835,-19.7698,-0.00159,2.7222222222210097e-05,-0.0015891746999999606,1.0,18
2018-12-21 13:25:44,0.3084166666666685,18.50500000000011,3.88511,-0.74835,-19.7698,-0.0018,2.80555555557132e-05,-0.0017978829916667544,1.0,19
2018-12-21 13:25:45,0.325049999999995,19.5029999999997,3.88309,-0.74835,-19.7698,-0.00201,2.6666666666793996e-05,-0.002005554033333336,1.0,20
2018-12-21 13:25:46,0.3418499999999919,20.510999999999513,4.01521,0.0,-19.7698,-0.00209,2.7777777777627183e-05,-0.0020898163666666163,1.0,21
2018-12-21 13:25:47,0.3585499999999986,21.51299999999992,4.06291,0.0,-19.7698,-0.00209,2.80555555557132e-05,-0.0020898163666666163,1.0,22
2018-12-21 13:25:48,0.3752333333333354,22.514000000000124,4.08954,0.0,-19.7698,-0.00209,2.80555555557132e-05,-0.0020898163666666163,1.0,23
2018-12-21 13:25:49,0.3918333333333218,23.50999999999931,4.10707,0.0,-19.87496,-0.00209,2.7777777777626194e-05,-0.0020898163666666163,1.0,24
2018-12-21 13:25:50,0.4085999999999937,24.51599999999962,4.11989,0.0,-19.87496,-0.00209,2.944444444437977e-05,-0.0020898163666666163,1.0,25
2018-12-21 13:25:51,0.4251833333333252,25.510999999999513,4.12966,0.0,-19.7698,-0.00209,2.7777777777627183e-05,-0.0020898163666666163,1.0,26
